Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
8173,2022/07/30 19:01:55,110906.6115,0.0016,1,22,2,1,0,0,0,4.168555,0,8.078593,0,32.01933,0,,0.0000440195108240005,0.0112379603087902,1.92622697353363,0.519149482250214,,,,,,,,,,,,,,,,,25.2153579631372,-0.0117857637970121
8174,2022/07/30 19:01:55,110906.6195,0.0016,1,23,3,1,0,0,0,4.168815,0,8.078593,0,32.01933,0,,0.0000440195108240005,0.0112379603087902,1.92622697353363,0.519149482250214,,,,,,,,,,,,,,,,,25.2153556680806,-0.0117859145542089
8175,2022/07/30 19:07:18,111230.0474,60.001,1,14,3,1,0,0,0,4.169053,0,8.078593,0,32.01933,0,,0.0000168322003446519,,,,,,,,,,,,,,,,,,,,25.12257,-0.0178808
8176,2022/07/30 19:08:18,111290.0472,120.0008,1,14,3,1,0,0,0,4.169085,0,8.078593,0,32.01933,0,,-0.00000545254806638695,,,,,,,,,,,,,,,,,,,,25.12934,0.01623809
8177,2022/07/30 19:09:18,111350.0473,180.0009,1,14,3,1,0,0,0,4.169331,0,8.078593,0,32.01933,0,,0.00000347730406247138,,0,0,,,,,,,,,,,,,,,,,25.12304,-0.02217829
8178,2022/07/30 19:10:18,111410.0478,240.0014,1,14,3,1,0,0,0,4.169189,0,8.078593,0,32.01933,0,,-0.00000774484033172484,,,,,,,,,,,,,,,,,,,,25.17349,0.01642883
8179,2022/07/30 19:11:18,111470.0478,300.0014,1,14,3,1,0,0,0,4.169195,0,8.078593,0,32.01933,0,,-0.0000216537591768429,,0,0,,,,,,,,,,,,,,,,,25.14586,0.01394749
8180,2022/07/30 19:11:18,111470.0492,300.0028,1,14,3,1,0,0,0,4.169195,0,8.078593,0,32.01933,0,,-0.0000216537591768429,0.0112379603087902,0,0,,,,,,,,,,,,,,,,,25.14586,0.01394749
8181,2022/07/30 19:11:18,111470.3422,0.2515,1,15,3,1,0,0,-55.01275,3.66135,-201.4209322125,8.078593,0.003416949,32.01933,0.0126602,,-0.233773201704025,,0.0417717508971691,23.9396190643311,,,,,,,,,,,,,,,,,25.11843,0.01394749
8182,2022/07/30 19:11:18,111470.5917,0.501,1,15,3,1,0,0,-55.01474,3.642247,-200.37727172078,8.078593,0.007255702,32.01933,0.02667425,,,,,,,,,,,,,,,,,,,,,,25.11843,0.01394749
8183,2022/07/30 19:11:19,111470.8413,0.7506,1,15,3,1,0,0,-55.01571,3.629592,-199.68458089032,8.078593,0.01104564,32.01933,0.04045332,,-0.0447573512792587,,0.323763698339462,3.6763699054718,,,,,,,,,,,,,,,,,25.11843,0.01394749
8184,2022/07/30 19:11:19,111471.0908,1.0001,1,15,3,1,0,0,-55.0133,3.619896,-199.1424246168,8.078593,0.01488451,32.01933,0.05436805,,,,,,,,,,,,,,,,,,,,,,25.21655,0.02209246
8185,2022/07/30 19:11:19,111471.3421,1.2514,1,15,3,1,0,0,-55.00553,3.611089,-198.62986432217,8.078593,0.01871989,32.01933,0.06823448,,,,,,,,,,,,,,,,,,,,,,25.21655,0.02209246
8186,2022/07/30 19:11:19,111471.5917,1.501,1,15,3,1,0,0,-54.99723,3.60339,-198.1764686097,8.078593,0.0225104,32.01933,0.08190776,,,,,,,,,,,,,,,,,,,,,,25.21655,0.02209246
8187,2022/07/30 19:11:20,111471.8413,1.7506,1,15,3,1,0,0,-54.99343,3.596106,-197.76220358358,8.078593,0.02634322,32.01933,0.09570486,,-0.027737969532609,,0.513344705104828,2.15189099311829,,,,,,,,,,,,,,,,,25.38263,0.05189776
8188,2022/07/30 19:11:20,111472.0909,2.0002,1,15,3,1,0,0,-54.99366,3.589422,-197.39545306452,8.078593,0.03013165,32.01933,0.1093162,,,,,,,,,,,,,,,,,,,,,,25.38263,0.05189776
8189,2022/07/30 19:11:20,111472.3421,2.2514,1,15,3,1,0,0,-54.99546,3.583182,-197.05874235372,8.078593,0.03399044,32.01933,0.1231552,,,,,,,,,,,,,,,,,,,,,,25.38263,0.05189776
8190,2022/07/30 19:11:20,111472.5916,2.5009,1,15,3,1,0,0,-54.99712,3.577499,-196.75214180288,8.078593,0.03780046,32.01933,0.1367963,,,,,,,,,,,,,,,,,,,,,,25.58695,0.05189776
8191,2022/07/30 19:11:21,111472.8415,2.7508,1,15,3,1,0,0,-54.99771,3.571854,-196.44379045434,8.078593,0.04158612,32.01933,0.1503293,,-0.0197286196053028,,0.63954371213913,1.54500198364258,,,,,,,,,,,,,,,,,25.58695,0.05189776
8192,2022/07/30 19:11:21,111473.0909,3.0002,1,15,3,1,0,0,-54.99745,3.566936,-196.1723843132,8.078593,0.04539623,32.01933,0.1639291,,,,,,,,,,,,,,,,,,,,,,25.58695,0.05189776
8193,2022/07/30 19:11:21,111473.3423,3.2516,1,15,3,1,0,0,-54.99717,3.56166,-195.8812205022,8.078593,0.04925978,32.01933,0.1776998,,,,,,,,,,,,,,,,,,,,,,25.77944,0.1240045
8194,2022/07/30 19:11:21,111473.5917,3.501,1,15,3,1,0,0,-54.99692,3.557075,-195.628169209,8.078593,0.05304083,32.01933,0.1911577,,,,,,,,,,,,,,,,,,,,,,25.77944,0.1240045
8195,2022/07/30 19:11:22,111473.8414,3.7507,1,15,3,1,0,0,-54.99675,3.552504,-195.376174362,8.078593,0.056857,32.01933,0.2047234,,-0.0187053401023149,,0.818683385848999,1.24444198608398,,,,,,,,,,,,,,,,,25.77944,0.1240045
8196,2022/07/30 19:11:22,111474.0911,4.0004,1,15,3,1,0,0,-54.99633,3.548145,-195.13495330785,8.078593,0.06068995,32.01933,0.2183314,,,,,,,,,,,,,,,,,,,,,,25.87238,0.02904296
8197,2022/07/30 19:11:22,111474.3423,4.2516,1,15,3,1,0,0,-54.99632,3.543613,-194.88567450416,8.078593,0.06450608,32.01933,0.231863,,,,,,,,,,,,,,,,,,,,,,25.87238,0.02904296
8198,2022/07/30 19:11:22,111474.5917,4.501,1,15,3,1,0,0,-54.99607,3.539777,-194.67382367639,8.078593,0.06831609,32.01933,0.2453575,,,,,,,,,,,,,,,,,,,,,,25.87238,0.02904296
8199,2022/07/30 19:11:23,111474.8415,4.7508,1,15,3,1,0,0,-54.99601,3.535497,-194.43822836697,8.078593,0.07215054,32.01933,0.258923,,-0.0158818792551756,,0.916839122772217,1.14392495155334,,,,,,,,,,,,,,,,,25.98977,0.02904296
8200,2022/07/30 19:11:23,111475.091,5.0003,1,15,3,1,0,0,-54.99577,3.531963,-194.24302479651,8.078593,0.07593609,32.01933,0.2723006,,,,,,,,,,,,,,,,,,,,,,25.98977,0.02904296
8201,2022/07/30 19:11:23,111475.3422,5.2515,1,15,3,1,0,0,-54.99545,3.528432,-194.0477056344,8.078593,0.07977357,32.01933,0.2858478,,,,,,,,,,,,,,,,,,,,,,26.14039,0.08375406
8202,2022/07/30 19:11:23,111475.5919,5.5012,1,15,3,1,0,0,-54.99533,3.524906,-193.85336868898,8.078593,0.08358353,32.01933,0.299284,,,,,,,,,,,,,,,,,,,,,,26.14039,0.08375406
8203,2022/07/30 19:11:24,111475.8414,5.7507,1,15,3,1,0,0,-54.99513,3.521662,-193.67425950606,8.078593,0.08739652,32.01933,0.3127184,,-0.0139464195817709,,1.06755197048187,0.938965022563934,,,,,,,,,,,,,,,,,26.14039,0.08375406
8204,2022/07/30 19:11:24,111476.0909,6.0002,1,15,3,1,0,0,-54.99506,3.518023,-193.47388596638,8.078593,0.09120341,32.01933,0.326118,,,,,,,,,,,,,,,,,,,,,,26.27148,0.04096568
8205,2022/07/30 19:11:24,111476.3421,6.2514,1,15,3,1,0,0,-54.99494,3.515027,-193.30869896338,8.078593,0.0950668,32.01933,0.3397042,,,,,,,,,,,,,,,,,,,,,,26.27148,0.04096568
8206,2022/07/30 19:11:24,111476.5919,6.5012,1,15,3,1,0,0,-54.99458,3.511908,-193.13590545864,8.078593,0.09887671,32.01933,0.3530901,,,,,,,,,,,,,,,,,,,,,,26.27148,0.04096568
8207,2022/07/30 19:11:25,111476.8413,6.7506,1,15,3,1,0,0,-54.99448,3.509104,-192.98134974592,8.078593,0.1026637,32.01933,0.3663844,,-0.0123084597289562,,1.23698103427887,0.848781287670136,,,,,,,,,,,,,,,,,26.46812,0.04096568
8208,2022/07/30 19:11:25,111477.0909,7.0002,1,15,3,1,0,0,-54.99432,3.505967,-192.80827110744,8.078593,0.1064751,32.01933,0.3797532,,,,,,,,,,,,,,,,,,,,,,26.46812,0.04096568
8209,2022/07/30 19:11:25,111477.3423,7.2516,1,15,3,1,0,0,-54.99407,3.50334,-192.6629251938,8.078593,0.11034,32.01933,0.3932982,,,,,,,,,,,,,,,,,,,,,,26.46812,0.04096568
8210,2022/07/30 19:11:25,111477.5918,7.5011,1,15,3,1,0,0,-54.99439,3.500419,-192.50340764941,8.078593,0.1141224,32.01933,0.4065434,,,,,,,,,,,,,,,,,,,,,,26.45516,0.05740047
8211,2022/07/30 19:11:26,111477.8413,7.7506,1,15,3,1,0,0,-54.99481,3.497911,-192.36695084191,8.078593,0.1179353,32.01933,0.4198858,,-0.0120582999661565,,1.43926405906677,0.782770991325378,,,,,,,,,,,,,,,,,26.45516,0.05740047
8212,2022/07/30 19:11:26,111478.0911,8.0004,1,15,3,1,0,0,-54.9954,3.495367,-192.2291063118,8.078593,0.1217666,32.01933,0.4332824,,,,,,,,,,,,,,,,,,,,,,26.45516,0.05740047
8213,2022/07/30 19:11:26,111478.3421,8.2514,1,15,3,1,0,0,-54.99522,3.492878,-192.09159404316,8.078593,0.1255598,32.01933,0.4465361,,,,,,,,,,,,,,,,,,,,,,26.60955,0.04824758
8214,2022/07/30 19:11:26,111478.5917,8.501,1,15,3,1,0,0,-54.99518,3.490379,-191.95402137322,8.078593,0.1294156,32.01933,0.4599992,,,,,,,,,,,,,,,,,,,,,,26.60955,0.04824758
8215,2022/07/30 19:11:27,111478.8413,8.7506,1,15,3,1,0,0,-54.99522,3.488279,-191.83867102638,8.078593,0.1332057,32.01933,0.4732242,,-0.00958235841244459,,1.5701789855957,0.700016617774963,,,,,,,,,,,,,,,,,26.60955,0.04824758
8216,2022/07/30 19:11:27,111479.0909,9.0002,1,15,3,1,0,0,-54.99518,3.485842,-191.70450824156,8.078593,0.1370171,32.01933,0.4865153,,,,,,,,,,,,,,,,,,,,,,26.72929,0.04824758
8217,2022/07/30 19:11:27,111479.3422,9.2515,1,15,3,1,0,0,-54.99488,3.484062,-191.60557160256,8.078593,0.1408454,32.01933,0.4998566,,,,,,,,,,,,,,,,,,,,,,26.72929,0.04824758
8218,2022/07/30 19:11:27,111479.5918,9.5011,1,15,3,1,0,0,-54.99493,3.48178,-191.4802473754,8.078593,0.1446614,32.01933,0.5131474,,,,,,,,,,,,,,,,,,,,,,26.72929,0.04824758
8219,2022/07/30 19:11:28,111479.8413,9.7506,1,15,3,1,0,0,-54.99497,3.479871,-191.37540124887,8.078593,0.1484683,32.01933,0.5263983,,-0.00906815007328987,,1.69799399375916,0.599762082099915,,,,,,,,,,,,,,,,,26.82082,0.06602108
8220,2022/07/30 19:11:28,111480.0911,10.0004,1,15,3,1,0,0,-54.99475,3.477847,-191.26332630325,8.078593,0.1523057,32.01933,0.5397484,,,,,,,,,,,,,,,,,,,,,,26.82082,0.06602108
8221,2022/07/30 19:11:28,111480.0923,10.0016,1,15,3,1,0,0,-54.99472,3.477705,-191.2554127176,8.078593,0.1523057,32.01933,0.5397484,,-0.00906815007328987,0.0112379603087902,1.89292502403259,0.599762082099915,,,,,,,,,,,,,,,,,26.82082,0.06602108
8222,2022/07/30 19:11:29,111481.1349,1.0002,1,16,3,1,0,0,0,3.989132,0,8.078593,0.1524127,32.01933,0.5401202,,0.0264665894210339,,,,,,,,,,,,,,,,,,,,26.98246,0.02879918
8223,2022/07/30 19:11:30,111482.135,2.0003,1,16,3,1,0,0,0,4.007443,0,8.078593,0.1524127,32.01933,0.5401202,,0.0160798095166683,,,,,,,,,,,,,,,,,,,,26.81704,-0.02998114
8224,2022/07/30 19:11:31,111483.1351,3.0004,1,16,3,1,0,0,0,4.020442,0,8.078593,0.1524127,32.01933,0.5401202,,0.0137704703956842,,,,,,,,,,,,,,,,,,,,26.80545,-0.003622174
8225,2022/07/30 19:11:32,111484.135,4.0003,1,16,3,1,0,0,0,4.030505,0,8.078593,0.1524127,32.01933,0.5401202,,0.00974057242274284,,,,,,,,,,,,,,,,,,,,26.6206,-0.05776465
8226,2022/07/30 19:11:33,111485.135,5.0003,1,16,3,1,0,0,0,4.038586,0,8.078593,0.1524127,32.01933,0.5401202,,0.00820364989340305,,,,,,,,,,,,,,,,,,,,26.54589,-0.02334774
8227,2022/07/30 19:11:34,111486.1349,6.0002,1,16,3,1,0,0,0,4.045604,0,8.078593,0.1524127,32.01933,0.5401202,,0.00773409800603986,,,,,,,,,,,,,,,,,,,,26.51192,-0.01061618
8228,2022/07/30 19:11:35,111487.1351,7.0004,1,16,3,1,0,0,0,4.051794,0,8.078593,0.1524127,32.01933,0.5401202,,0.00574048422276974,,,,,,,,,,,,,,,,,,,,26.48289,-0.009070635
8229,2022/07/30 19:11:36,111488.135,8.0003,1,16,3,1,0,0,0,4.057073,0,8.078593,0.1524127,32.01933,0.5401202,,0.00591834122315049,,,,,,,,,,,,,,,,,,,,26.4687,-0.009070635
8230,2022/07/30 19:11:37,111489.1351,9.0004,1,16,3,1,0,0,0,4.061702,0,8.078593,0.1524127,32.01933,0.5401202,,0.0041142008267343,,,,,,,,,,,,,,,,,,,,26.40796,-0.004699826
8231,2022/07/30 19:11:38,111490.1351,10.0004,1,16,3,1,0,0,0,4.065907,0,8.078593,0.1524127,32.01933,0.5401202,,0.00416177976876497,,,,,,,,,,,,,,,,,,,,26.49984,-0.004699826
8232,2022/07/30 19:11:39,111491.1351,11.0004,1,16,3,1,0,0,0,4.069722,0,8.078593,0.1524127,32.01933,0.5401202,,0.00410102214664221,,,,,,,,,,,,,,,,,,,,26.3913,-0.01767457
8233,2022/07/30 19:11:40,111492.1351,12.0004,1,16,3,1,0,0,0,4.073179,0,8.078593,0.1524127,32.01933,0.5401202,,0.00372749194502831,,,,,,,,,,,,,,,,,,,,26.41635,-0.01767457
8234,2022/07/30 19:11:41,111493.135,13.0003,1,16,3,1,0,0,0,4.076177,0,8.078593,0.1524127,32.01933,0.5401202,,0.00285310810431838,,,,,,,,,,,,,,,,,,,,26.40549,0.004434586
8235,2022/07/30 19:11:42,111494.1351,14.0004,1,16,3,1,0,0,0,4.07888,0,8.078593,0.1524127,32.01933,0.5401202,,0.00288955611176789,,,,,,,,,,,,,,,,,,,,26.32679,-0.009850264
8236,2022/07/30 19:11:43,111495.135,15.0003,1,16,3,1,0,0,0,4.081489,0,8.078593,0.1524127,32.01933,0.5401202,,0.00250476296059787,,,,,,,,,,,,,,,,,,,,26.38336,0.002933145
8237,2022/07/30 19:11:44,111496.1352,16.0005,1,16,3,1,0,0,0,4.083838,0,8.078593,0.1524127,32.01933,0.5401202,,0.00217576394788921,,,,,,,,,,,,,,,,,,,,26.36271,-0.00638783
8238,2022/07/30 19:11:45,111497.1351,17.0004,1,16,3,1,0,0,0,4.085698,0,8.078593,0.1524127,32.01933,0.5401202,,0.00223515904508531,,,,,,,,,,,,,,,,,,,,26.34788,-0.004700422
8239,2022/07/30 19:11:46,111498.1353,18.0006,1,16,3,1,0,0,0,4.087655,0,8.078593,0.1524127,32.01933,0.5401202,,0.00239411811344326,,,,,,,,,,,,,,,,,,,,26.38005,0.01005352
8240,2022/07/30 19:11:47,111499.1353,19.0006,1,16,3,1,0,0,0,4.089556,0,8.078593,0.1524127,32.01933,0.5401202,,0.00156449200585485,,,,,,,,,,,,,,,,,,,,26.32659,-0.01670599
8241,2022/07/30 19:11:48,111500.1353,20.0006,1,16,3,1,0,0,0,4.090912,0,8.078593,0.1524127,32.01933,0.5401202,,0.00191494100727141,,,,,,,,,,,,,,,,,,,,26.36418,0.01174748
8242,2022/07/30 19:11:49,111501.1354,21.0007,1,16,3,1,0,0,0,4.092444,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.32409,-0.0125277
8243,2022/07/30 19:11:50,111502.1351,22.0004,1,16,3,1,0,0,0,4.093897,0,8.078593,0.1524127,32.01933,0.5401202,,0.00185281399171799,,,,,,,,,,,,,,,,,,,,26.31867,-0.00169456
8244,2022/07/30 19:11:51,111503.1353,23.0006,1,16,3,1,0,0,0,4.095219,0,8.078593,0.1524127,32.01933,0.5401202,,0.00163085304666311,,,,,,,,,,,,,,,,,,,,26.31075,-0.00169456
8245,2022/07/30 19:11:52,111504.1352,24.0005,1,16,3,1,0,0,0,4.096402,0,8.078593,0.1524127,32.01933,0.5401202,,0.0015769120072946,,,,,,,,,,,,,,,,,,,,26.29342,-0.004692674
8246,2022/07/30 19:11:53,111505.1352,25.0005,1,16,3,1,0,0,0,4.097333,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.25497,-0.004692674
8247,2022/07/30 19:11:54,111506.1352,26.0005,1,16,3,1,0,0,0,4.098343,0,8.078593,0.1524127,32.01933,0.5401202,,0.00102029799018055,,,,,,,,,,,,,,,,,,,,26.33119,0.01056731
8248,2022/07/30 19:11:55,111507.1354,27.0007,1,16,3,1,0,0,0,4.099353,0,8.078593,0.1524127,32.01933,0.5401202,,0.0011827809503302,,,,,,,,,,,,,,,,,,,,26.31075,0.01056731
8249,2022/07/30 19:11:56,111508.1352,28.0005,1,16,3,1,0,0,0,4.100339,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.33269,0.0004678965
8250,2022/07/30 19:11:57,111509.1353,29.0006,1,16,3,1,0,0,0,4.101164,0,8.078593,0.1524127,32.01933,0.5401202,,0.000830330711323768,,,,,,,,,,,,,,,,,,,,26.27462,-0.009074211
8251,2022/07/30 19:11:58,111510.1355,30.0008,1,16,3,1,0,0,0,4.101967,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.27837,-0.007900596
8252,2022/07/30 19:11:59,111511.1353,31.0006,1,16,3,1,0,0,0,4.102688,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.31536,0.0009810925
8253,2022/07/30 19:12:00,111512.1353,32.0006,1,16,3,1,0,0,0,4.103318,0,8.078593,0.1524127,32.01933,0.5401202,,0.000612971198279411,,,,,,,,,,,,,,,,,,,,26.3419,0.01887202
8254,2022/07/30 19:12:01,111513.1353,33.0006,1,16,3,1,0,0,0,4.103851,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.25397,-0.02747774
8255,2022/07/30 19:12:02,111514.1354,34.0007,1,16,3,1,0,0,0,4.104551,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.27127,0.005406737
8256,2022/07/30 19:12:03,111515.1354,35.0007,1,16,3,1,0,0,0,4.105062,0,8.078593,0.1524127,32.01933,0.5401202,,0.000655794108752161,,,,,,,,,,,,,,,,,,,,26.22889,-0.01324415
8257,2022/07/30 19:12:04,111516.1353,36.0006,1,16,3,1,0,0,0,4.10558,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.23913,0.003199577
8258,2022/07/30 19:12:05,111517.1355,37.0008,1,16,3,1,0,0,0,4.106009,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.23746,-0.0005221367
8259,2022/07/30 19:12:06,111518.1354,38.0007,1,16,3,1,0,0,0,4.106417,0,8.078593,0.1524127,32.01933,0.5401202,,0.000502149981912225,,,,,,,,,,,,,,,,,,,,26.21534,-0.0005221367
8260,2022/07/30 19:12:07,111519.1355,39.0008,1,16,3,1,0,0,0,4.106574,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.23995,-0.009735227
8261,2022/07/30 19:12:08,111520.1355,40.0008,1,16,3,1,0,0,0,4.107221,0,8.078593,0.1524127,32.01933,0.5401202,,,,,,,,,,,,,,,,,,,,,,26.24602,-0.009735227
8262,2022/07/30 19:12:08,111520.1369,40.0022,1,16,3,1,0,0,0,4.107221,0,8.078593,0.1524127,32.01933,0.5401202,,0.000502149981912225,0.0112379603087902,0,0,,,,,,,,,,,,,,,,,26.24602,-0.009735227
8263,2022/07/30 19:12:08,111520.4299,0.2516,1,17,3,1,0,0,12.00298,4.215247,50.59552543606,8.079341,0.1529916,32.02248,0.5424982,,0.0696843191981316,,0.0369127504527569,559.073181152344,,,,,,,,,,,,,,,,,26.20197,-0.01186907
8264,2022/07/30 19:12:09,111520.6796,0.5013,1,17,3,1,0,0,12.00354,4.217773,50.62820691642,8.080173,0.1529916,32.02599,0.5424982,,,,,16.0810394287109,,,,,,,,,,,,,,,,,26.20197,-0.01186907
8265,2022/07/30 19:12:09,111520.9291,0.7508,1,17,3,1,0,0,12.00359,4.219874,50.65363734766,8.081003,0.1529916,32.02949,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.20197,-0.01186907
8266,2022/07/30 19:12:09,111521.1788,1.0005,1,17,3,1,0,0,12.0032,4.221659,50.6734173088,8.081837,0.1529916,32.033,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.21074,0.002740622
8267,2022/07/30 19:12:09,111521.4298,1.2515,1,17,3,1,0,0,12.00163,4.223278,50.68621994314,8.082673,0.1529916,32.03654,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.21074,0.002740622
8268,2022/07/30 19:12:10,111521.6795,1.5012,1,17,3,1,0,0,12.00026,4.225187,50.70334254862,8.0835,0.1529916,32.04003,0.5424982,,0.0065142810344696,,0.503602623939514,,,,,,,,,,,,,,,,,,26.21074,0.002740622
8269,2022/07/30 19:12:10,111521.929,1.7507,1,17,3,1,0,0,11.9997,4.226519,50.7169600443,8.084336,0.1529916,32.04356,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.24455,0.002740622
8270,2022/07/30 19:12:10,111522.1786,2.0003,1,17,3,1,0,0,11.99954,4.228086,50.73508708044,8.085163,0.1529916,32.04706,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.24455,0.002740622
8271,2022/07/30 19:12:10,111522.43,2.2517,1,17,3,1,0,0,11.99925,4.229513,50.75098386525,8.086005,0.1529916,32.05062,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.24455,0.002740622
8272,2022/07/30 19:12:11,111522.6796,2.5013,1,17,3,1,0,0,11.99916,4.23094,50.7677260104,8.086837,0.1529916,32.05414,0.5424982,,0.00548887299373746,,0.543569326400757,2.25460410118103,,,,,,,,,,,,,,,,,26.19654,-0.004436374
8273,2022/07/30 19:12:11,111522.9292,2.7509,1,17,3,1,0,0,11.99928,4.232181,50.78312482968,8.087663,0.1529916,32.05763,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.19654,-0.004436374
8274,2022/07/30 19:12:11,111523.1788,3.0005,1,17,3,1,0,0,11.99964,4.233537,50.80091992668,8.088501,0.1529916,32.06118,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.19654,-0.004436374
8275,2022/07/30 19:12:11,111523.4284,3.2501,1,17,3,1,0,0,11.99953,4.235017,50.81821354201,8.089327,0.1529916,32.06467,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.21698,0.006388426
8276,2022/07/30 19:12:12,111523.6794,3.5011,1,17,3,1,0,0,11.99952,4.236059,50.83067469168,8.090169,0.1529916,32.06824,0.5424982,,0.00516660278663039,,0.612021923065186,1.69286394119263,,,,,,,,,,,,,,,,,26.21698,0.006388426
8277,2022/07/30 19:12:12,111523.9292,3.7509,1,17,3,1,0,0,11.99943,4.237391,50.84627668713,8.091002,0.1529916,32.07177,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.25165,0.006388426
8278,2022/07/30 19:12:12,111524.1786,4.0003,1,17,3,1,0,0,11.99935,4.238423,50.85832102505,8.091831,0.1529916,32.07529,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.25165,0.006388426
8279,2022/07/30 19:12:12,111524.43,4.2517,1,17,3,1,0,0,11.99945,4.239921,50.87672004345,8.092669,0.1529916,32.07884,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.25165,0.006388426
8280,2022/07/30 19:12:13,111524.6795,4.5012,1,17,3,1,0,0,11.99959,4.240712,50.88680530808,8.0935,0.1529916,32.08236,0.5424982,,0.00433548493310809,,0.663684785366058,,,,,,,,,,,,,,,,,,26.26503,0.01501381
8281,2022/07/30 19:12:13,111524.9291,4.7508,1,17,3,1,0,0,11.9996,4.24202,50.902543192,8.094327,0.1529916,32.08587,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.26503,0.01501381
8282,2022/07/30 19:12:13,111525.1788,5.0005,1,17,3,1,0,0,11.9996,4.243027,50.9146267892,8.095159,0.1529916,32.0894,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.26503,0.01501381
8283,2022/07/30 19:12:13,111525.4284,5.2501,1,17,3,1,0,0,11.9995,4.2443,50.92947785,8.095996,0.1529916,32.09295,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.2711,0.001897812
8284,2022/07/30 19:12:14,111525.6794,5.5011,1,17,3,1,0,0,11.9997,4.245115,50.9401064655,8.096828,0.1529916,32.09648,0.5424982,,0.00473821396008134,,0.774781584739685,,,,,,,,,,,,,,,,,,26.2711,0.001897812
8285,2022/07/30 19:12:14,111525.9292,5.7509,1,17,3,1,0,0,11.99981,4.246322,50.95505719882,8.097659,0.1529916,32.10001,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.2711,0.001897812
8286,2022/07/30 19:12:14,111526.1788,6.0005,1,17,3,1,0,0,11.99989,4.247165,50.96551281185,8.098495,0.1529916,32.10357,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.27922,0.001897812
8287,2022/07/30 19:12:14,111526.4283,6.25,1,17,3,1,0,0,11.99981,4.248223,50.97786883763,8.099323,0.1529916,32.10708,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.27922,0.001897812
8288,2022/07/30 19:12:15,111526.6797,6.5014,1,17,3,1,0,0,11.99983,4.249176,50.98938964008,8.100161,0.1529916,32.11064,0.5424982,,0.00456509599462152,,,1.34391403198242,,,,,,,,,,,,,,,,,26.27922,0.001897812
8289,2022/07/30 19:12:15,111526.9293,6.751,1,17,3,1,0,0,11.9999,4.250249,51.0025629751,8.100998,0.1529916,32.1142,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.3185,0.01481175
8290,2022/07/30 19:12:15,111527.1789,7.0006,1,17,3,1,0,0,11.99989,4.250957,51.01101639473,8.10183,0.1529916,32.11773,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.3185,0.01481175
8291,2022/07/30 19:12:15,111527.4283,7.25,1,17,3,1,0,0,11.99972,4.252106,51.02408141032,8.102655,0.1529916,32.12124,0.5424982,,,,,,,,,,,,,,,,,,,,,,26.3185,0.01481175
